object_id,ra,decl,ddf_bool,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target,true_target,true_submodel,true_z,true_distmod,true_lensdmu,true_vpec,true_rv,true_av,true_peakmjd,libid_cadence,tflux_u,tflux_g,tflux_r,tflux_i,tflux_z,tflux_y
  33113294, 238.3594,   1.9401,0, 0.388, 0.387, 0.014,41.599, 0.092,90, 90,1,0.390,41.620, 0.001, -205.2, 0.00, 0.000,60068.523, 24317,0.,0.,0.,0.,0.,0.
  33146867, 209.0039,  -0.5968,0, 0.021, 0.018, 0.017,34.490, 0.035,62, 62,2,0.022,34.858, 0.000,  -54.2, 3.10, 0.041,60351.754, 42004,0.,0.,0.,0.,0.,0.
  33173185, 109.6875,  -7.0304,0, 0.000, 0.000, 0.000,-9.000, 0.261,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 16736,     75.4,   1391.6,   2263.3,   2145.2,   1644.9,    777.2
  33240187, 114.3293, -43.8045,0, 0.000, 0.000, 0.000,-9.000, 0.259,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 22885,    877.5,  10154.4,  12129.2,   9584.6,   6573.8,   2888.9
  33253530,   0.7031, -18.3671,0, 0.239, 0.224, 0.011,40.232, 0.018,15, 15,1,0.238,40.383,-0.002,   30.1, 3.10, 1.170,60491.207, 20555,0.,0.,0.,0.,0.,0.
  33266451,  18.4570, -22.0243,0, 0.093, 0.091, 0.012,38.099, 0.021,42, 42,2,0.094,38.180,-0.001, -579.7, 0.00, 0.000,60073.461, 21490,0.,0.,0.,0.,0.,0.
  33268391,  45.3516, -34.0486,0, 0.213, 0.202, 0.011,39.979, 0.015,52, 52,1,0.212,40.099,-0.006,  -50.0, 0.00, 0.000,59723.844, 44193,0.,0.,0.,0.,0.,0.
  33300303,  37.7913, -51.6430,0, 0.206, 0.201, 0.024,39.963, 0.030,62, 62,2,0.206,40.033, 0.002,  159.7, 3.10, 0.059,60118.227, 14432,0.,0.,0.,0.,0.,0.
  33347845, 121.6406,  -4.6305,0, 0.126, 0.159, 0.594,39.406, 0.030,15, 15,1,0.125,38.837,-0.004,  434.9, 3.10, 0.551,59669.137, 13633,0.,0.,0.,0.,0.,0.
  33357757,  85.9581, -59.1094,0, 0.385, 2.754, 1.243,46.802, 0.058,90, 90,1,0.388,41.604,-0.016, -656.1, 0.00, 0.000,60278.027, 13145,0.,0.,0.,0.,0.,0.
  33370936, 162.2461, -15.4041,0, 0.338, 0.535, 0.446,42.439, 0.049,90, 90,1,0.341,41.280,-0.014,  244.9, 0.00, 0.000,59726.438,  9246,0.,0.,0.,0.,0.,0.
  33378056,  60.6933, -45.3892,0, 0.857, 1.030, 0.206,44.179, 0.009,90, 90,1,0.857,43.687, 0.013,  -65.6, 0.00, 0.000,60631.750, 15796,0.,0.,0.,0.,0.,0.
  33424129,  10.7227,  -0.5968,0, 0.175, 0.208, 0.017,40.057, 0.016,90, 90,1,0.172,39.598, 0.001,  258.3, 0.00, 0.000,60209.980, 31379,0.,0.,0.,0.,0.,0.
  33431026, 101.9531, -31.2135,0, 0.642, 0.677, 0.025,43.056, 0.082,90, 90,1,0.643,42.923, 0.018,  149.9, 0.00, 0.000,59643.621, 23409,0.,0.,0.,0.,0.,0.
  33455211, 323.3237, -57.9703,0, 0.315, 0.310, 0.013,41.037, 0.039,15, 15,1,0.316,41.089, 0.002, -120.5, 3.10, 0.302,59867.570, 17713,0.,0.,0.,0.,0.,0.
  33461462,  81.5775, -55.2994,0, 0.089, 0.104, 0.015,38.397, 0.037,52, 52,1,0.085,37.943,-0.000,  798.0, 0.00, 0.000,60038.113, 25006,0.,0.,0.,0.,0.,0.
  33463014, 301.3318, -50.0915,0, 0.182, 0.215, 0.017,40.137, 0.043,62, 62,1,0.181,39.721, 0.003,  -54.7, 0.00, 0.000,60224.613,  2944,0.,0.,0.,0.,0.,0.
  33476053, 238.8867, -24.2965,0, 0.095, 2.435, 0.068,46.479, 0.189,42, 42,2,0.095,38.189, 0.002,  -32.3, 0.00, 0.000,60064.387,  2147,0.,0.,0.,0.,0.,0.
  33627375, 335.7692, -58.7301,0, 0.000, 0.000, 0.000,-9.000, 0.020,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 17555,    190.5,   1515.7,   1389.9,    923.6,    560.3,    226.3
  33652637, 236.9531, -31.5631,0, 0.516, 0.520, 0.019,42.364, 0.102,52, 52,1,0.519,42.358,-0.029, -487.2, 0.00, 0.000,60018.234, 33346,0.,0.,0.,0.,0.,0.
  33670176, 314.8242,  -7.7827,0, 0.207, 0.206, 0.008,40.032, 0.061,42, 42,1,0.204,40.005, 0.004, -200.4, 0.00, 0.000,60483.254,   184,0.,0.,0.,0.,0.,0.
  33754302, 311.3086, -13.2480,0, 0.000, 0.000, 0.000,-9.000, 0.036,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 42130,     50.3,    502.7,   1434.5,   5264.9,   9083.5,  11654.6
  33827660,  40.0781,  -0.7461,0, 0.374, 0.379, 0.008,41.547, 0.027,90, 90,1,0.373,41.504, 0.007, -163.5, 0.00, 0.000,60340.406, 13793,0.,0.,0.,0.,0.,0.
  33829304, 190.5469,  -3.7328,0, 0.538, 0.513, 0.169,42.329, 0.021,90, 90,1,0.539,42.457, 0.006,  186.1, 0.00, 0.000,60108.844,  8833,0.,0.,0.,0.,0.,0.
  33834663, 201.9828, -57.7801,0, 0.000, 0.000, 0.000,-9.000, 0.588,53, 53,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 12870,      9.2,    834.2,   1562.0,   6978.9,  11849.5,  13419.2
  33843890, 302.5195, -11.1109,0, 0.000, 0.000, 0.000,-9.000, 0.099, 6,  6,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59816.313, 23738,    729.3,   4117.5,   7626.8,   9242.5,  10052.4,  10671.8
  33846439,   6.8555,  -2.3880,0, 0.403, 0.407, 0.856,41.728, 0.025,62, 62,2,0.400,41.692,-0.011,  404.5, 3.10, 0.061,60129.918,  7955,0.,0.,0.,0.,0.,0.
  33860082,  77.5792, -48.7276,0, 0.035, 0.041, 0.011,36.296, 0.011,90, 90,1,0.035,35.929,-0.002, -109.1, 0.00, 0.000,60482.043, 26939,0.,0.,0.,0.,0.,0.
  33860513, 230.2734, -30.8653,0, 0.206, 2.809, 1.315,46.854, 0.201,90, 90,1,0.205,40.020, 0.006, -141.1, 0.00, 0.000,60310.832,  4374,0.,0.,0.,0.,0.,0.
  33898090,  41.6602, -20.1055,0, 0.273, 0.256, 0.008,40.559, 0.027,90, 90,1,0.269,40.688,-0.008,  350.1, 0.00, 0.000,60190.809, 32926,0.,0.,0.,0.,0.,0.
  33900038,  85.1786, -53.5722,0, 0.544, 0.583, 0.034,42.665, 0.050,90, 90,1,0.543,42.476,-0.003,  495.3, 0.00, 0.000,60645.227, 20081,0.,0.,0.,0.,0.,0.
  33930630,  85.3676, -52.0297,0, 0.161, 0.149, 0.011,39.251, 0.037,15, 15,1,0.161,39.435, 0.001,  -60.2, 3.10, 0.020,60143.094, 35624,0.,0.,0.,0.,0.,0.
  33971518, 283.0473, -58.7301,0, 0.000, 0.000, 0.000,-9.000, 0.100,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 48465,      1.9,     17.6,     49.6,    180.9,    312.7,    401.7
  34001553, 240.8203,  -6.7298,0, 0.000, 0.000, 0.000,-9.000, 0.172,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 14761,    104.6,   1319.0,   1662.4,   1342.4,    927.5,    408.4
  34019936, 261.1905, -54.9163,0, 0.317, 0.308, 0.970,41.018, 0.156,42, 42,1,0.315,41.082,-0.006,  310.2, 0.00, 0.000,59993.305, 34800,0.,0.,0.,0.,0.,0.
  34052183, 187.0313, -15.2494,0, 0.687, 0.648, 0.106,42.944, 0.042,88, 88,1,0.689,43.102, 0.000,    0.0, 0.00, 0.000,59570.000, 14654,    102.5,    134.9,    137.5,    153.4,    186.7,    196.6
  34073118,  86.8359, -21.5423,0, 0.769, 0.768, 0.034,43.395, 0.037,95, 95,1,0.767,43.392, 0.014,  231.2, 3.10, 0.039,59927.512, 47611,0.,0.,0.,0.,0.,0.
  34161124, 353.3203, -14.6317,0, 0.000, 0.000, 0.000,-9.000, 0.025,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 44926,     26.3,    266.8,    740.0,   3282.8,   6031.6,   7940.2
  34187658,  82.0898, -35.3188,0, 0.548, 0.532, 0.015,42.425, 0.028,90, 90,1,0.550,42.506,-0.002, -401.8, 0.00, 0.000,59966.242, 36749,0.,0.,0.,0.,0.,0.
  34215867,  29.0039, -30.6916,0, 0.251, 0.236, 0.855,40.359, 0.014,42, 42,1,0.252,40.524,-0.006, -100.2, 0.00, 0.000,59668.195, 13481,0.,0.,0.,0.,0.,0.
  34226707,  66.2383, -50.0915,0, 0.059, 0.051, 0.015,36.777, 0.012,42, 42,1,0.058,37.076, 0.000,   75.5, 0.00, 0.000,60365.797, 25891,0.,0.,0.,0.,0.,0.
  34238974, 184.7461, -13.5548,0, 0.111, 0.146, 0.063,39.210, 0.049,62, 62,2,0.111,38.549,-0.002,   55.1, 3.10, 0.154,60608.660, 27036,0.,0.,0.,0.,0.,0.
  34242583, 118.8281, -18.3671,0, 0.000, 0.000, 0.000,-9.000, 0.200,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,  9334,     22.4,     54.0,    110.1,    281.4,    443.7,    551.0
  34256026,  25.3125, -38.8736,0, 0.139, 0.132, 0.294,38.962, 0.013,42, 42,2,0.139,39.080,-0.001,   38.7, 0.00, 0.000,60399.203,   578,0.,0.,0.,0.,0.,0.
  34260744, 129.1992,   1.1937,0, 0.046, 0.079, 0.028,37.783, 0.040,42, 42,1,0.043,36.417,-0.004,  319.3, 0.00, 0.000,60471.141, 28444,0.,0.,0.,0.,0.,0.
  34276621, 177.3633, -11.4152,0, 0.087, 0.080, 1.101,37.789, 0.029,42, 42,1,0.088,38.016, 0.001,  -46.4, 0.00, 0.000,59704.246, 25261,0.,0.,0.,0.,0.,0.
  34344225,  68.9423, -61.1898,0, 0.270, 0.380, 0.919,41.553, 0.015,42, 42,1,0.269,40.686,-0.020,  307.6, 0.00, 0.000,60540.266, 46836,0.,0.,0.,0.,0.,0.
  34346376, 208.6364, -42.4102,0, 0.000, 0.000, 0.000,-9.000, 0.065,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 41649,     11.9,     92.7,    317.7,   1574.1,   3458.9,   5816.9
  34359070, 194.8712, -46.3751,0, 0.380, 0.388, 0.028,41.605, 0.086,90, 90,1,0.379,41.549,-0.024,  286.7, 0.00, 0.000,60027.984, 38322,0.,0.,0.,0.,0.,0.
  34401716, 116.0156,  -1.6415,0, 0.000, 0.000, 0.000,-9.000, 0.065,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,  5950,     28.9,    155.6,    501.7,   2432.8,   5335.8,   8971.1
  34413965, 301.9922,  -5.5293,0, 0.288, 0.297, 0.101,40.930, 0.106,52, 52,1,0.288,40.851,-0.009,  -59.4, 0.00, 0.000,59812.352, 48030,0.,0.,0.,0.,0.,0.
  34416322, 182.3239, -50.2858,0, 0.328, 0.466, 0.807,42.077, 0.162,90, 90,1,0.330,41.193,-0.009, -592.3, 0.00, 0.000,59690.117,  1952,0.,0.,0.,0.,0.,0.
  34431594, 179.6484,  -0.4476,0, 0.197, 0.197, 0.320,39.921, 0.021,42, 42,2,0.198,39.932, 0.002, -270.1, 0.00, 0.000,59832.719, 28318,0.,0.,0.,0.,0.,0.
  34518664,  29.4231, -46.1782,0, 0.150, 0.133, 0.021,38.978, 0.018,62, 62,2,0.147,39.217,-0.002,  403.3, 3.10, 0.132,59734.707, 36334,0.,0.,0.,0.,0.,0.
  34531358,  69.0820,   0.2984,0, 0.000, 0.000, 0.000,-9.000, 0.068,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,  8792,    160.7,   2111.9,   2750.3,   2256.8,   1560.6,    687.3
  34544723, 181.9336,  -7.1808,0, 0.184, 0.188, 0.009,39.813, 0.025,42, 42,1,0.184,39.759, 0.001,  338.2, 0.00, 0.000,60312.176, 19551,0.,0.,0.,0.,0.,0.
  34548484,  63.8086,  -0.2984,0, 0.000, 0.000, 0.000,-9.000, 0.113,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 12923,     20.1,    154.0,    518.3,   2545.4,   5571.0,   9354.3
  34660019, 123.9258, -32.0900,0, 0.000, 0.000, 0.000,-9.000, 0.471,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 16043,    236.1,   4114.7,   6324.4,   5803.2,   4441.4,   2095.6
  34677468,  66.2695, -14.4775,0, 0.309, 0.324, 0.010,41.146, 0.057,90, 90,1,0.309,41.028,-0.005,  100.9, 0.00, 0.000,60002.770, 21553,0.,0.,0.,0.,0.,0.
  34690063, 285.0000, -46.7685,0, 0.301, 0.440, 0.038,41.931, 0.053,42, 42,2,0.301,40.965, 0.006, -248.1, 0.00, 0.000,60071.219,  4720,0.,0.,0.,0.,0.,0.
  34736525, 184.3954, -49.8970,0, 0.214, 2.531, 1.040,46.581, 0.152,90, 90,1,0.215,40.125,-0.004,  113.3, 0.00, 0.000,60389.840, 19322,0.,0.,0.,0.,0.,0.
  34746698,  98.0859, -34.4095,0, 0.072, 0.087, 0.813,37.996, 0.091,90, 90,1,0.073,37.598, 0.001, -252.1, 0.00, 0.000,60447.645, 33685,0.,0.,0.,0.,0.,0.
  34750342, 271.0181, -48.7276,0, 0.191, 0.211, 0.019,40.091, 0.145,90, 90,1,0.191,39.846,-0.003, -195.8, 0.00, 0.000,60088.965, 19785,0.,0.,0.,0.,0.,0.
  34755672, 100.3476, -55.2994,0, 0.269, 0.276, 0.026,40.751, 0.107,90, 90,1,0.270,40.697,-0.003,  330.5, 0.00, 0.000,59827.004, 30158,0.,0.,0.,0.,0.,0.
  34768808,  50.9766, -41.2125,0, 0.161, 0.138, 1.115,39.074, 0.011,62, 62,1,0.156,39.370, 0.005,  636.1, 0.00, 0.000,59765.023, 10546,0.,0.,0.,0.,0.,0.
  34777076, 260.0769, -53.7646,0, 0.688, 0.687, 0.007,43.096, 0.178,88, 88,1,0.688,43.100, 0.000,    0.0, 0.00, 0.000,59570.000, 16361,    115.6,    156.3,    161.2,    182.3,    225.6,    241.6
  34804035, 190.1953, -10.0483,0, 0.199, 0.106, 1.097,38.460, 0.030,90, 90,1,0.201,39.969,-0.004, -323.3, 0.00, 0.000,59784.363, 43092,0.,0.,0.,0.,0.,0.
  34819740,  74.3555,  -4.7802,0, 0.173, 0.145, 0.035,39.183, 0.035,42, 42,1,0.174,39.613, 0.004, -193.8, 0.00, 0.000,59657.250, 43908,0.,0.,0.,0.,0.,0.
  34856104, 338.7073, -51.8364,0, 0.548, 0.543, 0.010,42.477, 0.011,90, 90,1,0.545,42.491, 0.003,  524.6, 0.00, 0.000,60448.512, 26520,0.,0.,0.,0.,0.,0.
  34858934, 138.3398, -23.9695,0, 0.000, 0.000, 0.000,-9.000, 0.174,92, 92,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 10960,   1372.3,   8915.2,   9992.4,   9761.8,   9490.8,   9495.2
  34866353,  28.4766,  -7.6321,0, 0.000, 0.000, 0.000,-9.000, 0.018,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 34252,   7428.3,  82455.1,  95944.5,  73479.4,  48528.4,  20721.7
  34875805,  99.7356, -51.2558,0, 0.253, 0.253, 0.004,40.528, 0.041,42, 42,1,0.256,40.557,-0.004, -475.3, 0.00, 0.000,59584.762, 40215,0.,0.,0.,0.,0.,0.
  34971934, 205.7500, -56.6372,0, 0.296, 0.260, 0.029,40.601, 0.508,90, 90,1,0.297,40.930,-0.007, -214.2, 0.00, 0.000,60520.496, 19578,0.,0.,0.,0.,0.,0.
  34975830,  41.1328,  -3.7328,0, 0.000, 0.000, 0.000,-9.000, 0.023,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 44246,     56.5,    442.1,   1521.0,   7548.0,  16538.8,  27757.8
  34976571, 128.4961, -37.1689,0, 0.000, 0.000, 0.000,-9.000, 0.634,92, 92,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 17542,    703.3,   4621.4,   6741.6,   7399.5,   7804.9,   8051.7
  34991896, 174.1992, -38.3009,0, 0.000, 0.000, 0.000,-9.000, 0.108,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 38423,   4504.3,  58718.2,  76077.6,  62351.5,  43256.6,  19088.3
  35005260, 101.6016, -10.3516,0, 0.000, 0.000, 0.000,-9.000, 0.524,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 39955,     83.9,   1291.7,   1812.4,   1568.7,   1166.7,    539.2
  35012598, 147.1289, -17.8961,0, 0.249, 0.279, 0.054,40.771, 0.038,15, 15,1,0.254,40.530,-0.006, -840.7, 3.10, 0.407,59834.664, 26562,0.,0.,0.,0.,0.,0.
  35012811,   4.3466, -57.3995,0, 0.460, 0.331, 0.389,41.205, 0.008,88, 88,1,0.459,42.040, 0.000,    0.0, 0.00, 0.000,59570.000, 43197,     68.2,     75.9,     76.3,     95.4,    106.5,    168.6
  35020005, 108.8086, -13.2480,0, 0.249, 0.249, 0.015,40.492, 0.720,90, 90,1,0.250,40.499, 0.002,  -89.7, 0.00, 0.000,60309.441, 25060,0.,0.,0.,0.,0.,0.
  35054397, 294.7852, -36.4236,0, 0.017, 0.037, 0.018,36.068, 0.165,90, 90,1,0.015,34.130,-0.000,  511.5, 0.00, 0.000,60285.270, 18184,0.,0.,0.,0.,0.,0.
  35114427,  90.0000,  -8.8383,0, 0.000, 0.000, 0.000,-9.000, 0.311,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 19286,      6.6,     48.9,    162.2,    793.3,   1763.5,   2992.1
  35160935,  91.8314, -58.1604,0, 0.000, 0.000, 0.000,-9.000, 0.037,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 43311,      8.0,     62.2,    213.2,   1056.6,   2315.1,   3886.0
  35176095,  73.3008, -15.7139,0, 0.284, 0.286, 0.013,40.836, 0.064,67, 67,1,0.282,40.798, 0.001,  136.8, 0.00, 0.000,60293.039,  2709,0.,0.,0.,0.,0.,0.
  35193977,  77.5767, -59.8671,0, 0.000, 0.000, 0.000,-9.000, 0.023,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,  1767,   4499.4,  26312.0,  19270.5,  11238.7,   6301.9,   2420.1
  35253243, 226.2305,  -8.3855,0, 0.224, 0.522, 0.444,42.372, 0.067,42, 42,1,0.225,40.245, 0.006, -257.4, 0.00, 0.000,60056.813, 35007,0.,0.,0.,0.,0.,0.
  35268410, 142.5586, -23.9695,0, 0.000, 0.000, 0.000,-9.000, 0.061, 6,  6,2,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,60032.051, 49123,    397.2,   1944.3,   4853.0,   7776.5,  10942.6,  13276.5
  35291617, 306.2109, -25.7787,0, 0.168, 0.983, 0.737,44.054, 0.053,15, 15,1,0.167,39.520,-0.002,  232.3, 3.10, 0.518,60044.141, 26664,0.,0.,0.,0.,0.,0.
  35302023,  64.8633, -18.8394,0, 0.196, 0.191, 0.023,39.845, 0.039,42, 42,1,0.197,39.916,-0.003,  151.1, 0.00, 0.000,60669.352, 29482,0.,0.,0.,0.,0.,0.
  35319631, 158.7305,  -0.2984,0, 0.464, 0.519, 0.026,42.361, 0.064,42, 42,3,0.464,42.067,-0.003,  531.8, 3.10, 0.049,60073.246, 46423,0.,0.,0.,0.,0.,0.
  35337692,  71.1914, -17.8961,0, 0.000, 0.000, 0.000,-9.000, 0.038,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 46694,     12.1,     95.0,    326.4,   1619.5,   3551.8,   5965.1
  35341109, 225.5273, -41.4112,0, 0.997, 0.945, 0.209,43.950, 0.073,95, 95,1,0.996,44.090, 0.008,  516.4, 3.10, 0.086,59866.195, 42941,0.,0.,0.,0.,0.,0.
  35411122, 219.3750, -20.9020,0, 0.061, 0.077, 0.005,37.707, 0.075,64, 64,1,0.062,37.204,-0.003,   88.9, 3.10, 0.022,59796.184, 11037,0.,0.,0.,0.,0.,0.
  35431766, 133.7695, -24.9530,0, 0.209, 0.498, 0.156,42.252, 0.129,62, 62,2,0.210,40.080, 0.000,  226.7, 3.10, 0.139,60407.305,  9864,0.,0.,0.,0.,0.,0.
  35446325, 127.7930, -23.6433,0, 3.286, 1.050, 0.297,44.232, 0.080,88, 88,1,3.290,47.264, 0.000,    0.0, 0.00, 0.000,59570.000, 17451,     68.0,    446.1,    650.5,    709.9,    741.8,    762.6
  35463750,  97.9102, -13.2480,0, 0.000, 0.000, 0.000,-9.000, 0.270,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,  8820,      4.4,     40.8,    112.1,    405.1,    704.7,    911.0
  35473629, 232.3828,  -9.4428,0, 0.875, 0.865, 0.088,43.712, 0.121,88, 88,1,0.876,43.744, 0.000,    0.0, 0.00, 0.000,59570.000, 41785,    278.2,    326.6,    341.1,    327.8,    394.1,    430.2
  35499531, 296.1914, -17.5828,0, 0.423, 0.420, 0.022,41.809, 0.100,90, 90,1,0.422,41.824, 0.000, -123.5, 0.00, 0.000,60476.516, 38135,0.,0.,0.,0.,0.,0.
  35502516, 184.9219, -23.8063,0, 0.163, 0.173, 0.012,39.609, 0.079,90, 90,1,0.162,39.443, 0.004,  344.1, 0.00, 0.000,59862.852, 40879,0.,0.,0.,0.,0.,0.
  35513155, 183.5156, -21.8635,0, 0.124, 0.141, 0.015,39.113, 0.057,42, 42,1,0.124,38.825,-0.005,  422.1, 0.00, 0.000,60640.707, 29170,0.,0.,0.,0.,0.,0.
  35569540, 117.4219,  -0.4476,0, 0.186, 0.200, 0.020,39.952, 0.048,15, 15,1,0.184,39.753,-0.003,  148.0, 3.10, 0.305,59826.039, 45331,0.,0.,0.,0.,0.,0.
  35593703, 157.1087, -46.9650,0, 0.569, 0.546, 0.028,42.489, 0.193,42, 42,1,0.570,42.602,-0.012,  416.6, 0.00, 0.000,59643.789, 37621,0.,0.,0.,0.,0.,0.
  35618243,  61.5234, -27.7844,0, 0.068, 0.110, 0.028,38.544, 0.031,62, 62,2,0.068,37.414,-0.001, -449.3, 3.10, 0.104,59596.598, 13410,0.,0.,0.,0.,0.,0.
  35630788, 142.5586, -16.6460,0, 0.069, 0.068, 0.007,37.436, 0.052,64, 64,1,0.069,37.474, 0.001,   -9.0, 3.10, 0.010,60446.453, 35961,0.,0.,0.,0.,0.,0.
  35689739, 144.6680, -33.1529,0, 0.000, 0.000, 0.000,-9.000, 0.110,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 20796,      1.0,      7.9,     26.9,    132.9,    292.5,    492.5
  35730106, 348.5742, -13.8620,0, 0.057, 0.081, 0.017,37.829, 0.027,42, 42,2,0.054,36.903, 0.000,  552.5, 0.00, 0.000,59734.004,  6998,0.,0.,0.,0.,0.,0.
  35730975, 154.6875, -10.3516,0, 0.113, 0.291, 0.585,40.879, 0.037,62, 62,1,0.118,38.684, 0.001, -816.2, 0.00, 0.000,60240.883, 21148,0.,0.,0.,0.,0.,0.
  35740235, 151.8750, -29.4845,0, 2.119, 1.490, 0.406,45.171, 0.049,88, 88,1,2.122,46.112, 0.000,    0.0, 0.00, 0.000,59570.000, 12443,     81.1,     97.1,    107.1,    120.8,    145.5,    139.5
  35748453, 178.2422,   1.9401,0, 0.211, 0.212, 0.004,40.098, 0.015,62, 62,1,0.214,40.113,-0.018, -115.7, 0.00, 0.000,59677.340, 41396,0.,0.,0.,0.,0.,0.
  35775635, 214.7727, -44.5980,0, 0.313, 0.219, 0.233,40.181, 0.114,42, 42,1,0.314,41.068,-0.003,  136.7, 0.00, 0.000,60203.676, 17585,0.,0.,0.,0.,0.,0.
  35784052, 252.9492, -28.2916,0, 0.240, 0.224, 0.081,40.236, 0.254,90, 90,1,0.236,40.366,-0.001,  168.8, 0.00, 0.000,60011.871, 33187,0.,0.,0.,0.,0.,0.
  35878805, 142.0313, -18.6818,0, 0.112, 0.096, 0.017,38.225, 0.053,62, 62,2,0.114,38.623, 0.001, -179.9, 3.10, 0.062,60286.910, 32309,0.,0.,0.,0.,0.,0.
  35879236, 106.5234,  -7.9333,0, 0.000, 0.000, 0.000,-9.000, 1.105,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 22487,   1026.0,  11117.5,  12700.1,  10124.8,   7414.8,   3429.3
  35882729,  67.0530, -62.1322,0, 0.287, 0.288, 0.010,40.857, 0.020,15, 15,1,0.287,40.843,-0.002, -261.0, 3.10, 0.074,60311.480, 41159,0.,0.,0.,0.,0.,0.
  35898790,  48.1641, -16.4904,0, 0.173, 0.138, 1.175,39.073, 0.028,42, 42,2,0.173,39.601,-0.006,  -69.5, 0.00, 0.000,60610.508, 21706,0.,0.,0.,0.,0.,0.
  35901933,  42.5602, -59.2989,0, 0.181, 0.181, 0.019,39.710, 0.032,67, 67,1,0.181,39.722, 0.004,   95.8, 0.00, 0.000,60180.332,  7935,0.,0.,0.,0.,0.,0.
  35901998, 337.5000, -30.8653,0, 0.268, 0.514, 0.129,42.331, 0.011,90, 90,1,0.266,40.659,-0.004,  401.6, 0.00, 0.000,59897.008, 21099,0.,0.,0.,0.,0.,0.
  35919137, 113.2031, -16.1794,0, 0.000, 0.000, 0.000,-9.000, 0.601,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 40204,    395.0,   5283.9,   6737.7,   5517.4,   3998.1,   1817.2
  35935438, 356.0950, -44.5980,0, 0.232, 2.476, 0.302,46.523, 0.008,42, 42,2,0.231,40.310,-0.015,  283.1, 0.00, 0.000,60040.820, 43708,0.,0.,0.,0.,0.,0.
  35947297, 227.2852,  -5.9792,0, 0.355, 0.364, 0.020,41.441, 0.076,42, 42,1,0.355,41.383, 0.002,  135.6, 0.00, 0.000,59762.055, 30612,0.,0.,0.,0.,0.,0.
  35973028, 324.4922,  -7.0304,0, 0.129, 0.110, 0.537,38.546, 0.035,15, 15,1,0.125,38.845, 0.001,   71.7, 3.10, 0.046,60246.422, 43896,0.,0.,0.,0.,0.,0.
  35975014, 297.4219,  -2.8361,0, 0.156, 0.153, 0.023,39.310, 0.228,42, 42,1,0.155,39.348, 0.003,  263.3, 0.00, 0.000,59636.414, 16113,0.,0.,0.,0.,0.,0.
  36008055, 355.4297, -30.5182,0, 0.114, 0.222, 0.347,40.215, 0.012,42, 42,2,0.113,38.610,-0.002, -136.6, 0.00, 0.000,59806.563, 43404,0.,0.,0.,0.,0.,0.
  36033639, 351.2109,  -8.8383,0, 0.750, 0.890, 0.072,43.788, 0.039,90, 90,1,0.750,43.333, 0.006, -369.3, 0.00, 0.000,59802.090,  4039,0.,0.,0.,0.,0.,0.
  36068390,  87.8906, -15.8689,0, 0.000, 0.000, 0.000,-9.000, 0.080,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 47663,     72.0,    977.0,   1298.7,   1080.2,    753.5,    333.9
